,ID,Job,Jobs_Group,Profile,Remote,Company,State,ExpenditurePerCapita,Low_Salary,High_Salary,Mean_Salary,Education_level,Skills1,Skills2,Skills3,Skills4,Skills5,Skills6,Skills7,Skills8,Skills9,Skills10,Skills11,Skills12,Skills13,Skills14,Skills15,Skills16,Skills17,Skills18,Skills19,Skills20,Skills21,Skills22
64031,job_841c16e30c845f95,UNIV - Statistical and Research Analyst II - Department of Medicine: Division of Hematology Oncology,Statistician/Mathemathics,Junior,On_Site,MUSC,South Carolina,42576,31561,44977,38269,Master,Master,,,,,,,,,,,,,,,,,,,,,
64072,job_df1648e3438891c7,Voice recognition & artificial intelligence â€“ Remote Job in New York,ML/AI Engineer,Junior,Remote,Nitrexo,New York,46909,23000,23000,23000,Not specified,HTML,,,,,,,,,,,,,,,,,,,,,
64074,job_3cb5518e3b5fab0a,Water Data Science Specialist,Data Scientist,Junior,On_Site,The State of Oklahoma,Oklahoma,40816,50000,50000,50000,Not specified,Python,R,Office,,,,,,,,,,,,,,,,,,,
64076,job_e057b470a05ee7f7,Data Science Student Advisor,Data Scientist,Junior,On_Site,"University of California, Santa Barbara",California,46181,45908,52292.8,49100.4,Master,Access,Office,Bachelor,HTML,Master,,,,,,,,,,,,,,,,,
64077,job_65158ef3d2ce90a8,Basketball Statistician,Statistician/Mathemathics,Junior,On_Site,Life Time,New York,46909,27600,31280,29440,Not specified,,,,,,,,,,,,,,,,,,,,,,
64093,job_fb4cc2c76d92e772,Data Scientist,Data Scientist,Junior,On_Site,Federal Reserve Bank of St. Louis,Missouri,45976,70000,110000,90000,Bachelor,Python,R,SQL,Bachelor,,,,,,,,,,,,,,,,,,
64094,job_9b9608ccfb64c07a,2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),ML/AI Engineer,Junior,On_Site,TIAA,North Carolina,43757,71000,73000,72000,Not specified,Access,English,Artificial Intelligence,Office,,,,,,,,,,,,,,,,,,
64111,job_2391fb4214d58f91,DATA SCIENTIST,Data Scientist,Junior,On_Site,US Office of the Chief of Staff of the Army,Virginia,43921,78592,102166,90379,Bachelor,HTML,Office,Bachelor,,,,,,,,,,,,,,,,,,,
64126,job_a2a230a460c475e3,Data Scientist,Data Scientist,Junior,Remote,Upen Group Inc,Texas,43376,40000,63726,51863,Not specified,Python,SQL,,,,,,,,,,,,,,,,,,,,
64158,job_3131c119bd4d812c,Statistical Analyst,Statistician/Mathemathics,Junior,On_Site,Columbia University Medical Center,New York,46909,70000,90000,80000,Master,Master,Office,Bachelor,,,,,,,,,,,,,,,,,,,
64165,job_c0c010ad84102b8c,Artificial Intelligence Solutions - Product Engineer Winter/Spring Co-op,ML/AI Engineer,Junior,On_Site,Skyworks,Oregon,42179,47840,87400,67620,Not specified,Excel,Python,Artificial Intelligence,,,,,,,,,,,,,,,,,,,
64201,job_cbe45b2561767953,Statistician (Operations and Administration),Statistician/Mathemathics,Junior,On_Site,US Alcohol and Tobacco Tax and Trade Bureau,New Mexico,41047,59319,158432,108875.5,Bachelor,Tableau,Access,Office,PHP,Bachelor,SSIS,,,,,,,,,,,,,,,,
64249,job_f7158843029b2697,Data Scientist,Data Scientist,Junior,On_Site,DeNOVO Solutions,Colorado,50016,95000,115000,105000,Bachelor,Tensor Flow,Machine Learning,Bachelor,Python,R,Pandas,Azure,Spark,Agile,Hadoop,,,,,,,,,,,,
64269,job_0150b2c5b9d4ce21,Artificial Intelligence Engineer,ML/AI Engineer,Junior,Remote,UC San Diego,California,46181,87000,120000,103500,Master,Artificial Intelligence,Tensor Flow,Machine Learning,Bachelor,HTML,Master,,,,,,,,,,,,,,,,
64272,job_e7dbe073d096a6e1,Computational & Data Science Research Spec 4,Data Scientist,Junior,Hybrid,UC San Diego,California,46181,87000,110000,98500,Master,Artificial Intelligence,SQL,JavaScript,Machine Learning,Oracle,Java,Bachelor,Python,HTML,Hadoop,Spark,Deep Learning,Master,,,,,,,,,
64282,job_1572bf0c4daf4008,Economist / Statistician (Economics),Statistician/Mathemathics,Junior,On_Site,US Bureau of Labor Statistics,Pennsylvania,48097,51241,66612,58926.5,Bachelor,English,Office,Bachelor,,,,,,,,,,,,,,,,,,,
64329,job_d90136f7da2a7798,Data Scientist,Data Scientist,Junior,Hybrid,Knowesis,Ohio,45013,80000,100000,90000,Not specified,Excel,Access,Tableau,Word,Office,SQL,Power BI,Matplotlib,AWS,PowerPoint,Python,R,Pandas,Databricks,,,,,,,,
64342,job_83582fa4bb48f454,Data Scientist,Data Scientist,Junior,Hybrid,Scripps Health,California,46181,84566.4,126868,105717.2,Master,Tableau,SQL,Power BI,Bachelor,Python,R,Master,,,,,,,,,,,,,,,
64353,job_599f970b256e60a9,Data Scientist,Data Scientist,Junior,On_Site,University of Florida,Florida,46837,85000,95000,90000,Master,Office,SQL,Bachelor,R,Master,,,,,,,,,,,,,,,,,
64359,job_94d7ddc55f3cf6e2,Data Scientist,Data Scientist,Junior,On_Site,Sky Ridge Medical Center,Colorado,50016,81078,121618,101348,Master,Python,R,SAP,Master,,,,,,,,,,,,,,,,,,
64363,job_7d8fce7d19d16d5d,Statistical Analyst,Statistician/Mathemathics,Junior,On_Site,Columbia University,New York,46909,70000,90000,80000,Master,Master,Office,Bachelor,,,,,,,,,,,,,,,,,,,
64383,job_666e8f5d1da05e69,Data Scientist,Data Scientist,Junior,On_Site,SoundThinking,California,46181,80000,90000,85000,Bachelor,SQL,Matplotlib,Bachelor,Python,AWS,,,,,,,,,,,,,,,,,
64399,job_cfecf4169128a3e8,Data Scientist,Data Scientist,Junior,On_Site,Leidos,California,46181,63050,130950,97000,Master,R,Master,,,,,,,,,,,,,,,,,,,,
64422,job_6447283a3d944443,Data Scientist,Data Scientist,Junior,On_Site,Amazon.com Services LLC,California,46181,139159.2,139159.2,139159.2,Bachelor,Excel,SQL,Bachelor,,,,,,,,,,,,,,,,,,,
64428,job_83d953c3f6373ff6,Decision Scientist (Virtual/Remote),Data Scientist,Junior,Remote,US Foods,Illinois,46247,83400,111200,97300,Bachelor,Excel,Tableau,Office,SQL,Bachelor,PowerPoint,Python,HTML,,,,,,,,,,,,,,
64463,job_3ee933d8a905696b,Data Scientist,Data Scientist,Junior,On_Site,Connvertex Technologies,New Jersey,47607,101200,110400,105800,Not specified,,,,,,,,,,,,,,,,,,,,,,
64469,job_cac797a02eaa8d81,Data Scientist,Data Scientist,Junior,On_Site,"Ovative Group, LLC",Minnesota,46604,62000,93000,77500,Master,Access,Google Cloud,SQL,Docker,Python,Master,,,,,,,,,,,,,,,,
64494,job_1ccd63a5e34f035a,Statistician (Direct-Hire Authority),Statistician/Mathemathics,Junior,On_Site,US Small Business Administration,District Of Columbia,65469,78592,122459,100525.5,Bachelor,SQL,Bachelor,Python,R,Oracle,,,,,,,,,,,,,,,,,
64545,job_52af9c96b7294e04,Data Scientist,Data Scientist,Junior,Hybrid,CVS Health,New York,46909,70000,140000,105000,Master,Tableau,Google Cloud,Office,SQL,Bachelor,Python,R,Agile,Master,,,,,,,,,,,,,
64556,job_3fc02fd65e80d02e,Data Scientist,Data Scientist,Junior,On_Site,Fairfax County Government,Virginia,43921,69325,115541,92433,Master,SQL,Power BI,Python,R,Spanish,Oracle,English,Master,,,,,,,,,,,,,,
64593,job_b71200633e522c8d,Data Scientist,Data Scientist,Junior,Remote,AECOM,Colorado,50016,48915,85600,67257.5,Bachelor,Excel,Tableau,Google Cloud,Office,SQL,Power BI,Java,Bachelor,AWS,Python,VBA,Azure,,,,,,,,,,
64612,job_d8ab32768f5cc648,Data Scientist,Data Scientist,Junior,Remote,Devcare Solutions,Ohio,45013,80000,100000,90000,Master,Tableau,C++,SQL,JavaScript,Java,Oracle,Python,R,HTML,Hadoop,Adobe Analytics,CSS,Master,,,,,,,,,
64640,job_34d6437ffe4473b3,Data Scientist,Data Scientist,Junior,Remote,Galaxy Technologies,New York,46909,83000,96000,89500,PHD,Python,PhD,SQL,,,,,,,,,,,,,,,,,,,
64643,job_9f2a6003a3053a76,Data Scientist,Data Scientist,Junior,On_Site,KonnectingTree Inc,Minnesota,46604,100000,105000,102500,Not specified,SQL,Plotly,Matplotlib,Docker,Python,Jupyter,Streamlit,,,,,,,,,,,,,,,
64656,job_26a50164c8d54045,Data Collection Technician #10678,Data Analyst,Junior,On_Site,Qualitest,Washington,44377,53000,58000,55500,Not specified,,,,,,,,,,,,,,,,,,,,,,
64679,job_9ee06089d82e47db,Data Scientist,Data Scientist,Junior,Hybrid,Mediacom Communications Corporation,New York,46909,85000,120000,102500,Master,Tableau,SQL,Power BI,Machine Learning,Bachelor,Python,Qlik,Master,,,,,,,,,,,,,,
64700,job_6d4bca1f7a1a1b53,Statistician / Research Associate I,Statistician/Mathemathics,Junior,On_Site,Leidos,Texas,43376,46800,97200,72000,Bachelor,Excel,PowerPoint,Word,Bachelor,,,,,,,,,,,,,,,,,,
64715,job_d128289489f19c88,Statistician,Statistician/Mathemathics,Junior,On_Site,LLX Solutions,Massachusetts,50585,79000,86000,82500,Master,Master,,,,,,,,,,,,,,,,,,,,,
64725,job_2239ed77a99956a7,AI/ML Systems Engineer,Data Engineer,Junior,Remote,General Atomics and Affiliated Companies,California,46181,68770,116193,92481.5,Not specified,NumPy,Artificial Intelligence,C++,Tensor Flow,Machine Learning,Python,Pandas,Dynamics 365,,,,,,,,,,,,,,
64728,job_5c256e87d1ec5144,Machine Learning Engineer,ML/AI Engineer,Junior,On_Site,Tech Consulting,Maryland,43229,64400,77280,70840,Master,Machine Learning,Python,R,English,Master,,,,,,,,,,,,,,,,,
64729,job_4ed050c3ac4e02e1,Data Scientist,Data Scientist,Junior,On_Site,Tech Consulting,Georgia,42629,64400,77280,70840,Master,Python,R,English,Master,,,,,,,,,,,,,,,,,,
64740,job_d6a689257d32e3d1,Data Scientist,Data Scientist,Junior,On_Site,Devcare Solutions,Ohio,45013,70000,90000,80000,Not specified,Python,R,,,,,,,,,,,,,,,,,,,,
64746,job_1eba81f3772eb9c6,Statistical Skills and Talent Asset Register,Statistician/Mathemathics,Junior,On_Site,Australian Bureau of Statistics,Indiana,43717,70166,70166,70166,Bachelor,Office,Bachelor,,,,,,,,,,,,,,,,,,,,
64757,job_9f79123bac0e273f,"Grants, Statistical Dvlpmnt and Spcl Prj Spcst (Workforce Development Analyst 2)",Statistician/Mathemathics,Junior,Remote,Commonwealth of PA,Pennsylvania,48097,54181,82387,68284,Not specified,Office,,,,,,,,,,,,,,,,,,,,,
64764,job_e44b357176ad686f,Research Statistician IV,Statistician/Mathemathics,Junior,On_Site,Hawaii State Judiciary,Hawaii,42493,60912,60912,60912,Not specified,,,,,,,,,,,,,,,,,,,,,,
64767,job_7755bfe82fbfe564,"Scorekeeper, Timekeeper, Scoreboard operator, Statisticians",Statistician/Mathemathics,Junior,On_Site,UFL Inc.,New York,46909,23000,23000,23000,Not specified,,,,,,,,,,,,,,,,,,,,,,
64771,job_4b7b2e0838889d5b,Data Scientist,Data Scientist,Junior,Remote,AECOM,Colorado,50016,48915,85600,67257.5,Bachelor,Excel,Tableau,Google Cloud,Office,SQL,Power BI,Java,Bachelor,AWS,Python,VBA,Azure,,,,,,,,,,
64786,job_b1b4a477d1a2bbf9,Mathematical Statistician,Statistician/Mathemathics,Junior,On_Site,US National Agricultural Statistics Service,Virginia,43921,69107,128043,98575,Bachelor,English,Word,Bachelor,,,,,,,,,,,,,,,,,,,
64799,job_ccc2ff9c0360e114,Data Analyst,Data Analyst,Junior,On_Site,Mount Sinai,New York,46909,80000,82400,81200,Master,Master,Bachelor,,,,,,,,,,,,,,,,,,,,
64803,job_6c188e175f02d5b8,Data Annotation Specialist-Quebec French,Data Analyst,Junior,On_Site,Microsoft,North Carolina,43757,45742.4,85541.6,65642,Bachelor,French,Artificial Intelligence,Bachelor,,,,,,,,,,,,,,,,,,,
64820,job_631108272481154a,AudioVisual Specialist (Office of Technology and Data Science),Data Scientist,Junior,Remote,The Urban Institute,District Of Columbia,65469,65600,65600,65600,Not specified,Agile,Office,,,,,,,,,,,,,,,,,,,,
64832,job_60d3736dba123044,Mathematical Statistician,Statistician/Mathemathics,Junior,On_Site,US National Agricultural Statistics Service,Virginia,43921,69107,128043,98575,Bachelor,English,Word,Bachelor,,,,,,,,,,,,,,,,,,,
64845,job_d9d2e5f66deccbbe,Data Scientist,Data Scientist,Junior,Hybrid,COMTEC INFORMATION SYSTEMS,Florida,46837,73600,92000,82800,Bachelor,Tableau,Jira,SQL,Java,Bachelor,Python,R,Azure,Agile,,,,,,,,,,,,,
64849,job_b49aeb00ae47cca5,Data Analystand ML Developer,ML/AI Engineer,Junior,On_Site,ATLANTISITGROUP,New York,46909,84710,96017,90363.5,Not specified,Python,R,Java,,,,,,,,,,,,,,,,,,,
64858,job_a03e28d3cb851974,Data Science,Data Scientist,Junior,On_Site,Atlantis IT Group,New York,46909,90000,90000,90000,Not specified,Python,R,Java,,,,,,,,,,,,,,,,,,,
64872,job_9e396b4fabc5fab1,Data Scientist,Data Scientist,Junior,On_Site,Unity Technologies Corporation,North Carolina,43757,75937,121122,98529.5,Master,Excel,Word,SQL,JavaScript,PowerPoint,Python,R,VBA,HTML,C#,CSS,Master,,,,,,,,,,
64914,job_6b829cd4bca518f5,Data Scientist,Data Scientist,Junior,On_Site,Allodynic Pharmaceutical,Florida,46837,46000,92000,69000,PHD,Excel,R,Python,PhD,,,,,,,,,,,,,,,,,,
64923,job_bafc13efb97d9813,Data Analystand ML Developer,ML/AI Engineer,Junior,On_Site,NEOTECH SOLUTIONS,New York,46909,90000,100000,95000,Not specified,Python,R,Java,,,,,,,,,,,,,,,,,,,
64930,job_e7a8cf3bb52b4127,Data Scientist,Data Scientist,Junior,On_Site,Leidos,Missouri,45976,59150,122850,91000,Bachelor,Tableau,SQL,JavaScript,Power BI,Bachelor,Python,,,,,,,,,,,,,,,,
64954,job_bf13d8f224d03949,Data Scientist,Data Scientist,Junior,On_Site,Massachusetts Materials Technologies (MMT),Massachusetts,50585,70000,85000,77500,Bachelor,NumPy,Artificial Intelligence,SQL,Tensor Flow,Matplotlib,Bachelor,Python,,,,,,,,,,,,,,,
64967,job_1d5c91cdd69bfca5,"Analyst, Data Science",Data Scientist,Junior,On_Site,Publicis Collective,New York,46909,52500,80000,66250,Bachelor,Google Cloud,Artificial Intelligence,SQL,Bachelor,Python,AWS,R,Azure,,,,,,,,,,,,,,
64974,job_854f84773472cc2e,Azure Data Science Practitioner - W2/Full Time,Data Scientist,Junior,On_Site,Mastech Digital,Washington,44377,101200,110400,105800,Not specified,Azure,Oracle,SQL,,,,,,,,,,,,,,,,,,,
64981,job_89c11d64cb38287c,Cleared Data Labeling Quality Specialist,Data Analyst,Junior,On_Site,Scale AI,Missouri,45976,44160,44160,44160,Not specified,Machine Learning,Artificial Intelligence,Office,,,,,,,,,,,,,,,,,,,
64987,job_9ef01735f83818e8,Data Scientist,Data Scientist,Junior,Remote,AEEC,Maryland,43229,100000,100000,100000,Bachelor,Bachelor,Python,.NET,Jupyter,Pandas,C#,Hadoop,,,,,,,,,,,,,,,
65023,job_00b9e6a6ab0ad88d,Data Scientist,Data Scientist,Junior,On_Site,Sky Ridge Medical Center,Colorado,50016,81078,121618,101348,Master,Python,R,SAP,Master,,,,,,,,,,,,,,,,,,
65025,job_c96f858a98e14140,Data Scientist,Data Scientist,Junior,On_Site,TellusSolutions,Illinois,46247,55200,73600,64400,Not specified,Tableau,SQL,Machine Learning,AWS,Python,R,Hadoop,,,,,,,,,,,,,,,
65035,job_e8784ca7b1898837,Machine Learning Engineer,ML/AI Engineer,Junior,Remote,Omnitech Consulting,Utah,43957,92000,92000,92000,Not specified,Python,Machine Learning,Artificial Intelligence,AWS,,,,,,,,,,,,,,,,,,
65048,job_26ef1ecb630be684,Basketball Statistician,Statistician/Mathemathics,Junior,On_Site,Performance Analytica LLC,South Carolina,42576,22080,36800,29440,Not specified,,,,,,,,,,,,,,,,,,,,,,
65126,job_c392ab7a4c4b686b,Junior Research Scientist â€“ Machine Learning,ML/AI Engineer,Junior,Remote,"Applied Research Associates, Inc",North Carolina,43757,59175,98625,78900,Master,C++,Tensor Flow,Machine Learning,Java,Docker,AWS,Python,Master,,,,,,,,,,,,,,
65131,job_b83b185edf9665f7,Associate AI Engineer Software/AI Engineer Software,ML/AI Engineer,Junior,On_Site,Northrop Grumman,Colorado,50016,81100,121700,101400,Master,Artificial Intelligence,Tensor Flow,Bachelor,SciKit,Agile,Master,,,,,,,,,,,,,,,,
65142,job_a0f7ab6aadb82c21,Data Scientist,Data Scientist,Junior,Remote,Upen Group Inc,Texas,43376,40000,63726,51863,Not specified,Python,SQL,,,,,,,,,,,,,,,,,,,,
65145,job_a398c42bd042c5a1,Data Scientist,Data Scientist,Junior,On_Site,CVS Health,New York,46909,70000,140000,105000,Master,Tableau,Artificial Intelligence,SQL,Machine Learning,Bachelor,Python,R,Master,,,,,,,,,,,,,,
65174,job_b49bb1cc1333fa10,Data Analyst,Data Analyst,Junior,On_Site,NomiSo,Colorado,50016,88320,101200,94760,Master,Tableau,Artificial Intelligence,SQL,Plotly,Bachelor,AWS,Python,R,Master,,,,,,,,,,,,,
65175,job_bbb0fdabfbe867d0,Data Analystand ML Developer,ML/AI Engineer,Junior,Remote,NEOTECH SOLUTIONS,New York,46909,92000,92000,92000,Not specified,Python,R,Java,,,,,,,,,,,,,,,,,,,
65191,job_3831395844288ea0,Survey Statistician,Statistician/Mathemathics,Junior,On_Site,US National Agricultural Statistics Service,Virginia,43921,69107,128043,98575,Not specified,,,,,,,,,,,,,,,,,,,,,,
65208,job_e745ccab626a6c6e,Digital & Technology - Data Science - Campus Recruiting,Data Scientist,Junior,Remote,General Mills,Minnesota,46604,91000,91000,91000,Master,Machine Learning,Master,,,,,,,,,,,,,,,,,,,,
65237,job_0c12f79ed1a5ddea,Data Scientist,Data Scientist,Junior,On_Site,VTG,California,46181,105000,105000,105000,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
65257,job_ab03b4245e98d9bd,Data Scientist,Data Scientist,Junior,On_Site,New York City Housing Development Corporation...,New York,46909,90000,100000,95000,Bachelor,Office,SQL,Power BI,Bachelor,Python,R,Oracle,,,,,,,,,,,,,,,
65266,job_d61dd372a8f8d090,Statistical/Research Analyst,Statistician/Mathemathics,Junior,On_Site,University of South Carolina,South Carolina,42576,54165,62000,58082.5,Master,Excel,Word,PowerPoint,R,Master,,,,,,,,,,,,,,,,,
65275,job_c831c2c8b7fccea0,Algorithm Engineer (Deep Learning/C++)(E),Data Engineer,Junior,On_Site,KLA,Michigan,45641,77800,132300,105050,Master,Artificial Intelligence,C++,Tensor Flow,Machine Learning,Bachelor,Python,Deep Learning,Master,,,,,,,,,,,,,,
65298,job_d2f8c0a5c049457c,Data Scientist,Data Scientist,Junior,On_Site,Chubb INA Holdings Inc.,New Jersey,47607,65500,108000,86750,Master,Master,SQL,Bachelor,,,,,,,,,,,,,,,,,,,
65306,job_de9462ff5e486717,Data Scientist,Data Scientist,Junior,Remote,Plaxonic Technologies Inc.,North Carolina,43757,102727.2,111688,107207.6,Not specified,SQL,Python,Azure,Spark,Agile,Hadoop,,,,,,,,,,,,,,,,
65312,job_a4c10d7fbaa6cb85,Cleared Data Labeling Quality Specialist,Data Analyst,Junior,On_Site,Scale AI,Missouri,45976,44160,44160,44160,Not specified,Machine Learning,Artificial Intelligence,Office,,,,,,,,,,,,,,,,,,,
65314,job_3523c3adc2d1b809,Research Statistician V,Statistician/Mathemathics,Junior,On_Site,Hawaii State Judiciary,Hawaii,42493,68556,68556,68556,Not specified,,,,,,,,,,,,,,,,,,,,,,
65317,job_5ff45c6c68849ed5,Data Analyst_SA,Data Analyst,Junior,Remote,Liberty Source,Virginia,43921,31280,31280,31280,Bachelor,Jira,Bachelor,,,,,,,,,,,,,,,,,,,,
65320,job_21bf5904f5229f7d,Decision Scientist,Data Scientist,Junior,Hybrid,CVS Health,New York,46909,70000,140000,105000,MBA,MBA,SQL,Bachelor,Python,R,Master,,,,,,,,,,,,,,,,
65322,job_d659ba8584cd554e,Data Scientist,Data Scientist,Junior,On_Site,CVS Health,Massachusetts,50585,70000,140000,105000,Master,Google Cloud,SQL,Bachelor,Python,R,Master,,,,,,,,,,,,,,,,
65325,job_070acde3a64806d2,Data Engineer,Data Engineer,Junior,On_Site,Johnson & Johnson,New Jersey,47607,128000,192000,160000,Master,Python,R,Master,Bachelor,,,,,,,,,,,,,,,,,,
65327,job_012aef988a0e7258,Statistician 2,Statistician/Mathemathics,Junior,Remote,Commonwealth of PA,Pennsylvania,48097,54181,82387,68284,Not specified,Office,,,,,,,,,,,,,,,,,,,,,
65330,job_21a8113f9983ba7e,Machine Learning Engineer,ML/AI Engineer,Junior,On_Site,CVS Health,Connecticut,48924,70000,140000,105000,PHD,Machine Learning,Docker,Bachelor,AWS,Python,PhD,Azure,Spark,Hadoop,Master,,,,,,,,,,,,
65335,job_fbb47aaccde51fbd,Data and Policy Analyst - Statistical Programmer (copy),Statistician/Mathemathics,Junior,On_Site,"Acumen, LLC",Georgia,42629,50000,110000,80000,Master,Master,Bachelor,,,,,,,,,,,,,,,,,,,,
65336,job_cdf409eae1c168b6,Data and Policy Analyst - Statistical Programmer,Statistician/Mathemathics,Junior,On_Site,"Acumen, LLC",District Of Columbia,65469,50000,110000,80000,Master,Master,Bachelor,,,,,,,,,,,,,,,,,,,,
65350,job_6ca1b3da0dfa57fe,Data Scientist,Data Scientist,Junior,Hybrid,Leidos,Maryland,43229,63050,130950,97000,Master,Python,R,Java,Master,,,,,,,,,,,,,,,,,,
65376,job_1ab3d592d0ca9f0b,CDOC Statistical Analyst I (Colorado Springs),Statistician/Mathemathics,Junior,On_Site,State of Colorado Job Opportunities,Colorado,50016,59592,88032,73812,Not specified,Tableau,Access,Word,Office,SQL,English,,,,,,,,,,,,,,,,
65390,job_ca30982022b0ff4a,Data Scientist,Data Scientist,Junior,On_Site,Footprint,Arizona,43239,79000,130000,104500,PHD,Tableau,Office,Power BI,Python,PhD,Master,,,,,,,,,,,,,,,,
65411,job_0527eab1485f1910,Statistician Technician,Statistician/Mathemathics,Junior,Remote,WEST Inc,Colorado,50016,36800,47840,42320,Bachelor,Excel,Access,Word,SQL,JavaScript,Bachelor,Python,R,C#,,,,,,,,,,,,,
65417,job_f14e3ac756fcd443,Data Scientist,Data Scientist,Junior,Remote,APPIC Solutions LLC,California,46181,82800,101200,92000,Master,Google Cloud,Artificial Intelligence,SQL,Tensor Flow,Machine Learning,Plotly,Matplotlib,Bachelor,AWS,Python,R,Azure,Spark,Hadoop,Master,,,,,,,
65420,job_25a8941133161c07,Athletics - Sports Statistician,Statistician/Mathemathics,Junior,On_Site,The College of St. Scholastica,Minnesota,46604,19780,19780,19780,Not specified,CSS,,,,,,,,,,,,,,,,,,,,,
65422,job_2fa775185ff0bbf4,Machine Learning Engineer,ML/AI Engineer,Junior,On_Site,Emonics,New Jersey,47607,60000,90000,75000,Master,SQL,Machine Learning,Java,Bachelor,Python,R,Master,,,,,,,,,,,,,,,
65424,job_b22d7c3942d33763,Data Annotation Specialist,Data Analyst,Junior,On_Site,Tesla,Utah,43957,37922.4,37922.4,37922.4,Not specified,Artificial Intelligence,Office,,,,,,,,,,,,,,,,,,,,
65433,job_3f2dda189097b7fd,Machine Learning Engineer,ML/AI Engineer,Junior,Remote,Mediacom Communications Corporation,New York,46909,60000,85000,72500,Bachelor,SQL,Machine Learning,Java,Bachelor,Python,R,,,,,,,,,,,,,,,,
65439,job_cbb68356563b896c,Data Scientist,Data Scientist,Junior,Remote,Cognowiz solutions LLC,Virginia,43921,70000,70000,70000,Not specified,Tableau,Google Cloud,SQL,Power BI,AWS,Python,Qlik,,,,,,,,,,,,,,,
65450,job_bcc693a6b522cbfb,Data Scientist,Data Scientist,Junior,Remote,State of Indiana,Indiana,43717,61022,61022,61022,Master,Python,Master,SQL,Bachelor,,,,,,,,,,,,,,,,,,
65455,job_1234b11d39942363,Data Scientist,Data Scientist,Junior,On_Site,Cleveland Clinic,Ohio,45013,84867,84867,84867,Master,Artificial Intelligence,Office,Machine Learning,Python,R,Spark,Deep Learning,Master,,,,,,,,,,,,,,
65462,job_dff1ea224c777973,Decision Scientist - People Analytics,Data Scientist,Junior,Remote,Best Buy,Minnesota,46604,74500,132300,103400,Bachelor,Python,SQL,Bachelor,,,,,,,,,,,,,,,,,,,
65466,job_35dd636e9a484e14,Data Scientist,Data Scientist,Junior,On_Site,Northrop Grumman,Alabama,41618,85000,127600,106300,Master,Tableau,Master,Bachelor,,,,,,,,,,,,,,,,,,,
65531,job_ca9856c12582c96c,Data Science Course Grader,Data Scientist,Junior,On_Site,University of Arkansas,Arkansas,42039,27600,27600,27600,Not specified,Python,Office,,,,,,,,,,,,,,,,,,,,
65532,job_545b6fcbc4c16d5b,Data Scientist,Data Scientist,Junior,Remote,Wisconsin Department of Health Services,Wisconsin,46009,71760,84640,78200,Not specified,Tableau,Office,Power BI,Python,R,,,,,,,,,,,,,,,,,
65544,job_17ad90b50b54a53d,Data Scientist,Data Scientist,Junior,Remote,Ox Warranty Group,California,46181,65000,75000,70000,Bachelor,NumPy,SQL,JavaScript,CSS,Bachelor,Python,Pandas,MongoDB,English,SciKit,HTML,,,,,,,,,,,
65549,job_7466a1d76dc6a33f,"Artificial Intelligence (""AI"") Developer",ML/AI Engineer,Junior,On_Site,HealthPlan Data Solutions,Ohio,45013,85000,110000,97500,Not specified,Google Cloud,Artificial Intelligence,C++,SQL,Machine Learning,AWS,Python,Azure,,,,,,,,,,,,,,
65557,job_325a1cc67f4d65c3,Machine Learning Engineer,ML/AI Engineer,Junior,On_Site,"Ubihere, Inc.",Ohio,45013,70000,110000,90000,Bachelor,Artificial Intelligence,C++,JavaScript,Rust,Machine Learning,Bachelor,Python,MongoDB,,,,,,,,,,,,,,
65565,job_3a60bf16b9ad7678,Data Labeling Quality Specialist,Data Analyst,Junior,On_Site,Scale AI,Missouri,45976,31740,31740,31740,Not specified,Machine Learning,Artificial Intelligence,Office,,,,,,,,,,,,,,,,,,,
65619,job_2af192ede226af5b,Statistician III,Statistician/Mathemathics,Junior,Remote,State of South Carolina,South Carolina,42576,45530,45530,45530,Not specified,,,,,,,,,,,,,,,,,,,,,,
65626,job_cc4a90aa383be834,Data Scientist,Data Scientist,Junior,On_Site,Accolite Digital,California,46181,92000,101200,96600,Master,Google Cloud,Tensor Flow,Plotly,Matplotlib,Bachelor,AWS,Python,R,Azure,Spark,Hadoop,Master,,,,,,,,,,
65635,job_b43fbbf03ce583c5,Scientist I â€“ Informatics & Data Science â€“ Multiomic cellular atlases of primate brain,Data Scientist,Junior,Remote,Allen Institute,Washington,44377,75003,105004,90003.5,PHD,Python,Google Cloud,PhD,AWS,,,,,,,,,,,,,,,,,,
65637,job_b3c46ac0530400f7,Data Scientist,Data Scientist,Junior,On_Site,sureminds solutions INC,Missouri,45976,100000,110000,105000,Not specified,SQL,Tensor Flow,Python,Pandas,SAP,Hadoop,Spark,SciKit,,,,,,,,,,,,,,
65643,job_1c6a801b61c7ac77,Data Scientist,Data Scientist,Junior,On_Site,Kaisens Data,West Virginia,42931,20000,40000,30000,Master,SQL,Machine Learning,Matplotlib,Python,Pandas,MongoDB,Spark,Deep Learning,SciKit,Master,,,,,,,,,,,,
65647,job_fa00cb8e7d1bec94,Machine Learning Engineer,ML/AI Engineer,Junior,On_Site,Edoors,California,46181,64253,146168,105210.5,Not specified,Python,Machine Learning,C++,,,,,,,,,,,,,,,,,,,
65680,job_a42cc956edaa9f87,Data Scientist,Data Scientist,Junior,Remote,University of Missouri,Missouri,45976,56864,85000,70932,Master,Access,Bachelor,Spanish,English,Master,,,,,,,,,,,,,,,,,
